PRODUCTLINE,Quarter,Month,Year,QUANTITYORDERED,SALES,
Ships,Q3,Jul,2004,26,2969.46,
Ships,Q3,Aug,2004,38,3396.44,
Ships,Q3,Sep,2004,45,4692.6,
Ships,Q4,Oct,2004,30,3515.7,
Ships,Q4,Oct,2004,37,3380.69,
Ships,Q4,Nov,2004,37,3204.57,
Ships,Q4,Nov,2004,36,2588.04,
Ships,Q4,Dec,2004,25,2854.75,
Ships,Q1,Jan,2005,37,4025.6,
Ships,Q1,Mar,2005,30,2864.4,
Ships,Q1,Mar,2005,36,3789.72,
Ships,Q2,May,2005,27,2439.99,
Planes,Q1,Feb,2003,48,2949.12,
Planes,Q2,Apr,2003,26,1539.72,
Planes,Q2,Jun,2003,26,2213.38,
Planes,Q3,Aug,2003,34,2919.58,
Planes,Q4,Oct,2003,44,3778.28,
Planes,Q4,Oct,2003,39,3233.49,
Planes,Q4,Nov,2003,45,3431.25,
Planes,Q4,Nov,2003,40,2546.8,
Planes,Q1,Jan,2004,42,2953.86,
Planes,Q1,Feb,2004,43,3183.29,
Planes,Q2,Apr,2004,34,2466.7,
Planes,Q2,May,2004,38,2363.22,
Planes,Q2,Jun,2004,35,2487.45,
Planes,Q3,Jul,2004,31,2249.05,
Planes,Q3,Aug,2004,32,2061.12,
Planes,Q3,Sep,2004,47,4071.14,
Planes,Q4,Oct,2004,39,2656.29,
Planes,Q4,Nov,2004,44,2736.36,
Planes,Q4,Nov,2004,39,3348.93,
Planes,Q4,Nov,2004,50,2893,
Planes,Q4,Dec,2004,22,1661.22,
Planes,Q4,Dec,2004,35,4277.35,
Planes,Q1,Jan,2005,45,2502.9,
Planes,Q1,Mar,2005,44,3801.6,
Planes,Q1,Mar,2005,36,3144.96,
Planes,Q2,Apr,2005,28,2031.4,
Planes,Q2,May,2005,43,2674.17,
Planes,Q1,Feb,2003,48,2526.72,
Planes,Q2,Apr,2003,28,1348.76,
Planes,Q2,Jun,2003,21,875.91,
Planes,Q3,Aug,2003,37,1874.05,
Planes,Q4,Oct,2003,34,1671.44,
Planes,Q4,Oct,2003,40,1668.4,
Planes,Q4,Nov,2003,45,2301.75,
Planes,Q4,Nov,2003,28,1459.92,
Planes,Q4,Nov,2003,29,1209.59,
Planes,Q1,Jan,2004,48,2145.12,
Planes,Q1,Feb,2004,31,1416.39,
Planes,Q2,May,2004,32,1843.52,
Planes,Q2,Jun,2004,21,1199.31,
Planes,Q3,Jul,2004,32,1875.2,
Planes,Q3,Aug,2004,43,2477.23,
Planes,Q3,Sep,2004,21,948.99,
Planes,Q4,Oct,2004,34,1823.42,
Planes,Q4,Nov,2004,34,1485.8,
Planes,Q4,Nov,2004,44,3789.72,
Planes,Q4,Nov,2004,27,2060.37,
Planes,Q4,Dec,2004,49,2579.36,
Planes,Q4,Dec,2004,23,2189.6,
Planes,Q1,Jan,2005,25,1624.25,
Planes,Q1,Mar,2005,50,4357.5,
Planes,Q1,Mar,2005,34,1367.48,
Planes,Q2,Apr,2005,20,1122.4,
Planes,Q2,May,2005,42,2419.62,
Ships,Q1,Feb,2003,25,1419.5,
Ships,Q2,Apr,2003,50,2184,
Ships,Q2,Jun,2003,32,2079.04,
Ships,Q3,Aug,2003,39,1724.97,
Ships,Q3,Sep,2003,50,3003,
Ships,Q4,Oct,2003,38,1846.42,
Ships,Q4,Nov,2003,40,2009.2,
Ships,Q4,Nov,2003,28,1804.04,
Ships,Q4,Nov,2003,42,2109.66,
Ships,Q1,Jan,2004,42,2682.96,
Ships,Q1,Feb,2004,36,2280.24,
Ships,Q1,Mar,2004,24,1192.56,
Ships,Q2,May,2004,23,1506.96,
Ships,Q2,Jun,2004,29,1472.62,
Ships,Q3,Jul,2004,37,1696.82,
Ships,Q3,Aug,2004,33,1693.56,
Ships,Q3,Sep,2004,32,1921.92,
Ships,Q4,Oct,2004,35,2082.85,
Ships,Q4,Oct,2004,40,2227.6,
Ships,Q4,Nov,2004,37,3209.38,
Ships,Q4,Nov,2004,42,4080.72,
Ships,Q4,Dec,2004,20,2244.4,
Ships,Q1,Jan,2005,29,3978.51,
Ships,Q1,Mar,2005,43,5417.57,
Ships,Q1,Mar,2005,34,2116.16,
Ships,Q2,May,2005,47,3079.44,
